date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:06:04	8292/8292	---M--	200	added ('OK')	image/webp	etag:%222064-626b3067e9436%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/company/company_randam_carousel_img_03.jpg.webp	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/company/company_randam_carousel_img_03.jpg.webp	(from https://cellinteractive.jp/company/)
17:06:04	13522/13522	---M--	200	added ('OK')	image/jpeg	etag:%2234d2-626b306810534%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/company/company_randam_carousel_img_03.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/company/company_randam_carousel_img_03.jpg	(from https://cellinteractive.jp/company/)
17:06:05	33404/33404	---M--	200	added ('OK')	image/webp	etag:%22827c-626b3067bd519%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/company/company_randam_carousel_img_04.jpg.webp	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/company/company_randam_carousel_img_04.jpg.webp	(from https://cellinteractive.jp/company/)
17:06:05	45414/45414	---M--	200	added ('OK')	image/jpeg	etag:%22b166-626b3067f20d6%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/company/company_randam_carousel_img_04.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/company/company_randam_carousel_img_04.jpg	(from https://cellinteractive.jp/company/)
17:06:06	56679/56679	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:05%20GMT	https://cellinteractive.jp/topics/blog/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/blog/index.html	(from https://cellinteractive.jp/topics/)
17:06:06	446140/446140	---M--	200	added ('OK')	image/png	etag:%226cebc-62a3c63e3f69e%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/12/tanaka-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/12/tanaka-1024x341.png	(from https://cellinteractive.jp/topics/)
17:06:06	549343/549343	---M--	200	added ('OK')	image/png	etag:%22861df-62a3c633c5bff%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/12/sugano-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/12/sugano-1024x341.png	(from https://cellinteractive.jp/topics/)
17:06:07	56526/56526	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:06%20GMT	https://cellinteractive.jp/topics/recruit/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/recruit/index.html	(from https://cellinteractive.jp/topics/)
17:06:07	43689/43689	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:07%20GMT	https://cellinteractive.jp/topics/779/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/779/index.html	(from https://cellinteractive.jp/topics/)
17:06:07	631581/631581	---M--	200	added ('OK')	image/png	etag:%229a31d-62a3c62f36bf6%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/12/osawa-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/12/osawa-1024x341.png	(from https://cellinteractive.jp/topics/)
17:06:07	40723/40723	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:07%20GMT	https://cellinteractive.jp/topics/774/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/774/index.html	(from https://cellinteractive.jp/topics/)
17:06:08	489364/489364	---M--	200	added ('OK')	image/png	etag:%2277794-62a3c62496ff6%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/12/ushiyachi-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/12/ushiyachi-1024x341.png	(from https://cellinteractive.jp/topics/)
17:06:08	658213/658213	---M--	200	added ('OK')	image/png	etag:%22a0b25-62b7c6e0ff14c%22	https://cellinteractive.jp/_int/wp-content/uploads/2025/01/panap-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2025/01/panap-1024x341.png	(from https://cellinteractive.jp/topics/)
17:06:08	40477/40477	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:08%20GMT	https://cellinteractive.jp/topics/770/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/770/index.html	(from https://cellinteractive.jp/topics/)
17:06:08	357484/357484	---M--	200	added ('OK')	image/png	etag:%225746c-62a3c5f542aeb%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/12/otsuka-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/12/otsuka-1024x341.png	(from https://cellinteractive.jp/topics/)
17:06:11	572809/572809	---M--	200	added ('OK')	image/png	etag:%228bd89-62728c5fdd0bc%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/11/Group-6-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/11/Group-6-1024x341.png	(from https://cellinteractive.jp/topics/)
17:06:11	514687/514687	---M--	200	added ('OK')	image/png	etag:%227da7f-62728c75f33e5%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/11/Group-7-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/11/Group-7-1024x341.png	(from https://cellinteractive.jp/topics/)
17:06:11	491515/491515	---M--	200	added ('OK')	image/png	etag:%2277ffb-62728bb0247b7%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/11/Group-5-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/11/Group-5-1024x341.png	(from https://cellinteractive.jp/topics/)
17:06:11	40851/40851	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:09%20GMT	https://cellinteractive.jp/topics/754/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/754/index.html	(from https://cellinteractive.jp/topics/)
17:06:11	39786/39786	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:11%20GMT	https://cellinteractive.jp/topics/746/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/746/index.html	(from https://cellinteractive.jp/topics/)
17:06:11	43292/43292	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:11%20GMT	https://cellinteractive.jp/topics/737/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/737/index.html	(from https://cellinteractive.jp/topics/)
17:06:11	39712/39712	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:11%20GMT	https://cellinteractive.jp/topics/731/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/731/index.html	(from https://cellinteractive.jp/topics/)
17:06:12	911/911	---MC-	200	added ('OK')	text/javascript	date:Tue,%2001%20Apr%202025%2011:36:11%20GMT	https://www.google.com/recaptcha/api.js	D:/Figma/copy%20this%20site/www.google.com/recaptcha/api.js	(from https://cellinteractive.jp/talk-with-us/)
17:06:22	40414/40414	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:11%20GMT	https://cellinteractive.jp/topics/729/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/729/index.html	(from https://cellinteractive.jp/topics/)
17:06:23	42138/42138	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:12%20GMT	https://cellinteractive.jp/topics/719/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/719/index.html	(from https://cellinteractive.jp/topics/)
17:06:23	56776/56776	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:12%20GMT	https://cellinteractive.jp/topics/?paged=2	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/index6146.html	(from https://cellinteractive.jp/topics/)
17:06:24	56689/56689	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:13%20GMT	https://cellinteractive.jp/topics/?paged=3	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/index8a68.html	(from https://cellinteractive.jp/topics/)
17:06:25	322054/322054	---M--	200	added ('OK')	image/jpeg	etag:%224ea06-61efc67802a43%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/yachiyo_poultry_screenshot_tile-1-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/yachiyo_poultry_screenshot_tile-1-scaled.jpg	(from https://cellinteractive.jp/projects/125/)
17:06:25	70212/70212	---M--	200	added ('OK')	image/jpeg	etag:%2211244-61eb104976094%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_sp_main_image.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_sp_main_image.jpg	(from https://cellinteractive.jp/projects/121/)
17:06:26	370172/370172	---M--	200	added ('OK')	image/jpeg	etag:%225a5fc-61eb103edd2e2%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_screenshot_tile-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_screenshot_tile-scaled.jpg	(from https://cellinteractive.jp/projects/121/)
17:06:26	2161802/2161802	---M--	200	added ('OK')	video/mp4	etag:%2220fc8a-61ef038a4ce08%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_movie-1.mp4	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_movie-1.mp4	(from https://cellinteractive.jp/projects/121/)
17:06:27	103295/103295	---M--	200	added ('OK')	image/jpeg	etag:%221937f-61eb10363d334%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_icon_figure-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_icon_figure-scaled.jpg	(from https://cellinteractive.jp/projects/121/)
17:06:27	52067/52067	---M--	200	added ('OK')	image/jpeg	etag:%22cb63-61eb17ef98de6%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_sp_main_image.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_sp_main_image.jpg	(from https://cellinteractive.jp/projects/123/)
17:06:27	284418/284418	---M--	200	added ('OK')	image/jpeg	etag:%2245702-61eb17dfeb44e%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_image_1-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_image_1-scaled.jpg	(from https://cellinteractive.jp/projects/123/)
17:06:28	73520/73520	---M--	200	added ('OK')	image/jpeg	etag:%2211f30-61eb17dbe6f7b%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_illustration-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_illustration-scaled.jpg	(from https://cellinteractive.jp/projects/123/)
17:06:28	292921/292921	---M--	200	added ('OK')	image/jpeg	etag:%2247839-61eb17e39f7e8%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_image_2-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_image_2-scaled.jpg	(from https://cellinteractive.jp/projects/123/)
17:06:28	43532/43532	---M--	200	added ('OK')	image/jpeg	etag:%22aa0c-61ee75a17b14d%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_sp_main_image.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_sp_main_image.jpg	(from https://cellinteractive.jp/projects/124/)
17:06:29	43709/43709	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:28%20GMT	https://cellinteractive.jp/projects/165/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/165/index.html	(from https://cellinteractive.jp/projects/123/)
17:06:29	113112/113112	---M--	200	added ('OK')	image/jpeg	etag:%221b9d8-61ee759172a94%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_image_3-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_image_3-scaled.jpg	(from https://cellinteractive.jp/projects/124/)
17:06:30	245562/245562	---M--	200	added ('OK')	image/jpeg	etag:%223bf3a-61ee7596818f7%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_image_4-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_image_4-scaled.jpg	(from https://cellinteractive.jp/projects/124/)
17:06:30	136794/136794	---M--	200	added ('OK')	image/jpeg	etag:%222165a-61ee759b13762%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_image_5-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_image_5-scaled.jpg	(from https://cellinteractive.jp/projects/124/)
17:06:31	45173/45173	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:30%20GMT	https://cellinteractive.jp/projects/126/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/126/index.html	(from https://cellinteractive.jp/projects/124/)
17:06:31	3498091/3498091	---M--	200	added ('OK')	video/mp4	etag:%2235606b-61ef0009eb9da%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_movie.mp4	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_movie.mp4	(from https://cellinteractive.jp/projects/123/)
17:06:31	45790/45790	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:30%20GMT	https://cellinteractive.jp/projects/300/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/300/index.html	(from https://cellinteractive.jp/projects/124/)
17:06:31	147927/147927	---M--	200	added ('OK')	image/jpeg	etag:%22241d7-61f009f32601f%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_main_image-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_main_image-scaled.jpg	(from https://cellinteractive.jp/projects/334/)
17:06:31	33042/33042	---M--	200	added ('OK')	image/jpeg	etag:%228112-61f009fb1c0f1%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_sp_main_image.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_sp_main_image.jpg	(from https://cellinteractive.jp/projects/334/)
17:06:31	130386/130386	---M--	200	added ('OK')	image/jpeg	etag:%221fd52-61f009ea87fd9%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_full_screen-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_full_screen-scaled.jpg	(from https://cellinteractive.jp/projects/334/)
17:06:34	282645/282645	---M--	200	added ('OK')	image/jpeg	etag:%2245015-61f009eef6bca%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_illustration-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_illustration-scaled.jpg	(from https://cellinteractive.jp/projects/334/)
17:06:39	909938/909938	---M--	200	added ('OK')	image/jpeg	etag:%22de272-626b30640cffe%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_01.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_01.jpg	(from https://cellinteractive.jp/about-us/)
17:06:39	727727/727727	---M--	200	added ('OK')	image/jpeg	etag:%22b1aaf-626b3063d0742%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_02.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_02.jpg	(from https://cellinteractive.jp/about-us/)
17:06:43	45467/45467	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:32%20GMT	https://cellinteractive.jp/projects/311/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/311/index.html	(from https://cellinteractive.jp/projects/334/)
17:06:43	45718/45718	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:32%20GMT	https://cellinteractive.jp/projects/122/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/122/index.html	(from https://cellinteractive.jp/projects/334/)
17:06:43	889739/889739	---M--	200	added ('OK')	image/jpeg	etag:%22d938b-626b3063d2682%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_03.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_03.jpg	(from https://cellinteractive.jp/about-us/)
17:06:44	904284/904284	---M--	200	added ('OK')	image/jpeg	etag:%22dcc5c-626b306484235%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_04.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_04.jpg	(from https://cellinteractive.jp/about-us/)
17:06:44	18226/18226	---M--	200	added ('OK')	image/jpeg	etag:%224732-6200af7bf10ac%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/abi_thumbnail-1-1024x683.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/abi_thumbnail-1-1024x683.jpg	(from https://cellinteractive.jp/projects/brand/)
17:06:45	40976/40976	---M--	200	added ('OK')	image/jpeg	etag:%22a010-61f23375fb184%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/nash_thumbnail-1024x683.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/nash_thumbnail-1024x683.jpg	(from https://cellinteractive.jp/projects/brand/)
17:06:56	49765/49765	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:45%20GMT	https://cellinteractive.jp/projects/407/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/407/index.html	(from https://cellinteractive.jp/projects/brand/)
17:06:56	80456/80456	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:45%20GMT	https://cellinteractive.jp/projects/digital/?paged=2	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/digital/index6146.html	(from https://cellinteractive.jp/projects/digital/)
17:06:56	42439/42439	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:45%20GMT	https://cellinteractive.jp/projects/420/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/420/index.html	(from https://cellinteractive.jp/projects/brand/)
17:06:57	45604/45604	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:46%20GMT	https://cellinteractive.jp/projects/390/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/390/index.html	(from https://cellinteractive.jp/projects/brand/)
17:06:58	42119/42119	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:58%20GMT	https://cellinteractive.jp/projects/299/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/299/index.html	(from https://cellinteractive.jp/projects/movie/)
17:06:58	35582/35582	---M--	200	added ('OK')	image/jpeg	etag:%228afe-61ee82f8f1122%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/bruna_bonbon_thumbnail-1024x683.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/bruna_bonbon_thumbnail-1024x683.jpg	(from https://cellinteractive.jp/projects/movie/)
17:06:58	72941/72941	---M--	200	added ('OK')	image/jpeg	etag:%2211ced-6200b8e017e53%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/mynavi_thumbnail-1-1024x683.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/mynavi_thumbnail-1-1024x683.jpg	(from https://cellinteractive.jp/projects/movie/)
17:06:59	42035/42035	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:59%20GMT	https://cellinteractive.jp/projects/363/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/363/index.html	(from https://cellinteractive.jp/projects/spatial/)
17:06:59	40072/40072	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:36:59%20GMT	https://cellinteractive.jp/projects/movie/?paged=2	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/movie/index6146.html	(from https://cellinteractive.jp/projects/movie/)
17:07:00	98497/98497	---M--	200	added ('OK')	image/jpeg	etag:%22180c1-61f151fd3db62%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/ecoru_togoshi_thumbnail-2-1024x683.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/ecoru_togoshi_thumbnail-2-1024x683.jpg	(from https://cellinteractive.jp/projects/spatial/)
17:07:00	42279/42279	---M--	200	added ('OK')	image/jpeg	etag:%22a527-61eeb32fd8eb3%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_sp_main_image.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_sp_main_image.jpg	(from https://cellinteractive.jp/projects/129/)
17:07:00	345621/345621	---M--	200	added ('OK')	image/jpeg	etag:%2254615-61eeb32c901d1%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_screenshot-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_screenshot-scaled.jpg	(from https://cellinteractive.jp/projects/129/)
17:07:00	182677/182677	---M--	200	added ('OK')	image/jpeg	etag:%222c995-61eeb331cfd6e%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_sp_screenshot-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_sp_screenshot-scaled.jpg	(from https://cellinteractive.jp/projects/129/)
17:07:01	112676/112676	---M--	200	added ('OK')	image/jpeg	etag:%221b824-61eeb31b456f5%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_full_screen-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_full_screen-scaled.jpg	(from https://cellinteractive.jp/projects/129/)
17:07:01	310021/310021	---M--	200	added ('OK')	image/jpeg	etag:%224bb05-61eeb3235da9d%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_pamphlet-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_pamphlet-scaled.jpg	(from https://cellinteractive.jp/projects/129/)
17:07:01	457081/457081	---M--	200	added ('OK')	image/jpeg	etag:%226f979-61eeb327bdc2b%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_screenshot_tile-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/whi_screenshot_tile-scaled.jpg	(from https://cellinteractive.jp/projects/129/)
17:07:01	92445/92445	---M--	200	added ('OK')	image/jpeg	etag:%221691d-61eeaab255c8b%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/tama_art_university_sp_main_image.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/tama_art_university_sp_main_image.jpg	(from https://cellinteractive.jp/projects/166/)
17:07:02	394974/394974	---M--	200	added ('OK')	image/jpeg	etag:%22606de-61eeaaabbb626%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/tama_art_university_image_2-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/tama_art_university_image_2-scaled.jpg	(from https://cellinteractive.jp/projects/166/)
17:07:02	30986/30986	---M--	200	added ('OK')	image/jpeg	etag:%22790a-6200b451c7283%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_sp_main_image-1.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_sp_main_image-1.jpg	(from https://cellinteractive.jp/projects/160/)
17:07:03	223217/223217	---M--	200	added ('OK')	image/jpeg	etag:%22367f1-61ef1c61c135f%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_screenshot-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_screenshot-scaled.jpg	(from https://cellinteractive.jp/projects/160/)
17:07:03	301666/301666	---M--	200	added ('OK')	image/jpeg	etag:%2249a62-61ef1c5cac73c%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_screenshot_tile-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_screenshot_tile-scaled.jpg	(from https://cellinteractive.jp/projects/160/)
17:07:03	482167/482167	---M--	200	added ('OK')	image/jpeg	etag:%2275b77-61efd59a2657e%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/tama_art_university_image_3-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/tama_art_university_image_3-scaled.jpg	(from https://cellinteractive.jp/projects/166/)
17:07:03	95434/95434	---M--	200	added ('OK')	image/jpeg	etag:%22174ca-61ef1c409b07c%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_full_screen-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_full_screen-scaled.jpg	(from https://cellinteractive.jp/projects/160/)
17:07:03	103291/103291	---M--	200	added ('OK')	image/jpeg	etag:%221937b-61ef1c44f92cc%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_illustration-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_illustration-scaled.jpg	(from https://cellinteractive.jp/projects/160/)
17:07:03	53299/53299	---M--	200	added ('OK')	image/jpeg	etag:%22d033-6200b45aa59fa%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_recruitment_sp_main_image-1.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_recruitment_sp_main_image-1.jpg	(from https://cellinteractive.jp/projects/161/)
17:07:04	269022/269022	---M--	200	added ('OK')	image/jpeg	etag:%2241ade-61efe6c41819c%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_recruitment_screenshot-13424-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/solumina_recruitment_screenshot-13424-scaled.jpg	(from https://cellinteractive.jp/projects/161/)
